shoe-id,rating,sales
0,0,363.4461794042093
1,0,382.9570035561748
2,0,388.18821340077005
3,0,262.2398042429066
4,0,320.6908958019857
5,5,2652.5177484215283
6,3,3993.1486596289847
7,2,1615.968883016572
8,0,132.19379569433576
9,0,289.0863955577938
10,3,1674.200436190595
11,0,126.40080314100571
12,5,1782.551909026134
13,0,200.2301902309561
14,0,65.33236638384714
15,0,337.61405775531483
16,0,487.241266483889
17,4,950.4224252427734
18,0,131.8740158808342
19,0,148.49871818926763
20,0,50.68007600313879
21,0,439.02049914742855
22,0,458.94651125055617
23,0,254.49011166731768
24,0,480.9530156022284
25,0,351.1691017946256
26,0,420.34889223927655
27,0,25.263916873135006
28,0,447.1908854053659
29,0,191.55923887365412
30,0,490.8180923361349
31,2,1425.9426529876962
32,2,2318.793429968079
33,0,467.7924037782562
34,0,447.3127355194302
35,0,29.77772650896671
36,3,260.004635432719
37,5,4534.616630512798
38,0,47.2448066951906
39,1,1624.9289566618409
40,0,407.88443757576596
41,0,211.57625678314906
42,0,392.4500300022109
43,0,352.6935857248489
44,0,219.14050316980953
45,1,1619.2042529684652
46,3,2933.165440822155
47,0,105.50918762729256
48,5,1674.6235203638294
49,1,4730.701588577783
50,3,4658.920441800832
51,0,482.3480458713708
52,0,384.3914852578417
53,2,4455.7743615516165
54,0,131.52311973430514
55,0,6.375736161352674
56,0,98.4655679801199
57,0,146.3921180316039
58,1,1892.9204669092892
59,3,2018.0884071868222
60,4,3828.1167329570553
61,2,463.56686639283606
62,4,3061.9120732223428
63,0,396.7063851558134
64,0,94.00920752579933
65,0,228.4500101651518
66,0,80.43080268331471
67,3,2225.543280004915
68,0,258.94219902029965
69,0,254.97896164165056
70,1,4771.16604118597
71,5,2886.97368089602
72,0,210.89391477113222
73,0,199.35256457930763
74,1,1371.6260154235415
75,0,364.50160280242966
76,2,2354.104884912383
77,0,481.421628197583
78,0,143.25930161830664
79,0,371.1422695743062
80,1,2359.234260728658
81,4,2003.4213754616637
82,3,260.5628041153185
83,0,184.78011598560806
84,0,243.58020884185444
85,0,453.45001233563636
86,0,293.28421262595003
87,0,292.03304156543396
88,2,1106.3098015291346
89,0,373.31898469635684
90,3,2133.0837484821873
91,0,103.07435928051694
92,0,457.13645199802505
93,0,12.15020911917275
94,3,3150.9983308093542
95,0,323.9590899155145
96,0,146.05653649449135
97,1,4264.861343842006
98,0,476.2481173676841
99,0,323.6017127200472
100,0,364.87097351132184
101,0,309.97827457771814
102,0,309.81885359172975
103,0,104.53795576510888
104,0,176.732690959098
105,0,350.81607824361646
106,0,377.2194490093448
107,0,275.9010828375596
108,0,75.00346782965967
109,0,402.93323939385886
110,0,84.62489608434825
111,5,2459.4544716149785
112,0,432.23036650873456
113,0,495.67902684557737
114,3,3449.7623732341794
115,0,57.05689867701547
116,0,219.97976169570504
117,0,116.5062440884514
118,0,270.3097467645989
119,4,10.819707810775792
120,0,399.7745514572665
121,0,474.95764222844366
122,0,88.54872302082278
123,0,347.7186176624346
124,5,2173.8062414323767
125,0,102.02770193265098
126,0,141.99481749432763
127,0,404.35361771570825
128,0,395.91177270336897
129,0,278.6191218421446
130,0,60.321691321545636
131,0,170.8452558487265
132,0,264.6531263131707
133,0,126.05687302781493
134,0,44.736793351461465
135,0,156.53634460490434
136,0,453.23980462149797
137,0,14.229878109908
138,0,479.1442186529616
139,0,450.79417312318293
140,0,313.85275979272535
141,0,109.69904081081467
142,0,239.61896378872834
143,0,487.7898206791059
144,0,338.39606272092834
145,0,146.3137322398002
146,0,172.96787559480416
147,0,205.75324840258486
148,0,89.45268590120503
149,0,277.15463388193933
150,0,312.20522717329044
151,0,153.63068357643726
152,4,3143.8096497905
153,3,96.81970123922079
154,0,244.16125572674474
155,0,409.57242257411156
156,4,4323.158759124628
157,0,130.50258196507457
158,0,396.83447635437415
159,5,3976.0022423353325
160,0,455.60035889487733
161,0,173.78375411847185
162,0,220.66704846329915
163,0,106.38657730986057
164,0,142.11979391276725
165,2,4824.8570402682
166,0,144.4750900340615
167,1,2789.7624915093443
168,4,4541.610045583644
169,0,308.86144832383735
170,4,2739.9785968505093
171,1,2744.0348842039202
172,0,310.9147427776718
173,0,433.8913053599881
174,2,3788.3043348575934
175,0,53.55499221934279
176,3,960.5610167427303
177,0,271.4049133902868
178,0,317.09323092975796
179,0,482.7821735856994
180,1,2888.919441391338
181,0,393.58425856015316
182,0,2.9460834002719705
183,0,133.99955118356692
184,0,117.3635423017212
185,0,380.65484233513223
186,0,130.04126105562875
187,3,818.063743833608
188,0,370.7228613100171
189,0,206.73873283692694
190,1,1925.5368956094483
191,0,376.73262955421575
192,0,134.16574190199754
193,0,149.5698767092899
194,0,273.8938022534108
195,0,386.4443986515834
196,0,191.16934789379292
197,0,133.12210656347762
198,0,391.0142110796035
199,0,499.3039623290857
200,0,52.26428752722928
201,0,209.5259828666131
202,4,2445.4290463888638
203,0,418.83248657027656
204,0,286.7387970274135
205,3,546.9020117744794
206,0,379.1685338692581
207,0,417.58339410382587
208,0,305.9668221925428
209,0,477.1721948122587
210,0,486.6956855476517
211,0,372.54059498929007
212,3,210.92542297716565
213,5,3313.8675763496144
214,0,226.05501009215752
215,0,423.1328740034585
216,0,203.6078386376059
217,4,365.36525565600664
218,4,3121.121346613151
219,0,423.26401544587634
220,0,33.02455239793628
221,0,16.004513279515297
222,0,316.6645711284626
223,0,213.79704208001198
224,0,285.519560119793
225,0,211.57480829832485
226,4,1787.2465486349665
227,0,480.34120005798167
228,4,966.2743991312084
229,1,1660.531587130929
230,0,156.814672852373
231,0,173.3719354180538
232,5,1883.3076027941875
233,0,228.74638279961778
234,0,275.5189619601704
235,0,319.6327192417843
236,0,408.7515752381987
237,0,369.3275082356253
238,0,178.9146846924621
239,0,489.9402941675037
240,1,4098.54368063912
241,0,333.851680972378
242,0,213.5909976857369
243,2,1557.9407769724858
244,4,2662.4732837976208
245,0,404.6708884581096
246,0,233.81250161262184
247,1,3822.4620424202844
248,0,14.218933851069316
249,2,562.5567268478499
250,0,478.78874695844553
251,0,451.06194478689173
252,0,335.8517646415712
253,1,3459.707686093155
254,5,4578.012450264675
255,4,1475.4667421769152
256,0,258.0902452540081
257,0,423.2386979602361
258,0,136.899112319781
259,0,366.0064588007863
260,0,248.4589694152974
261,0,165.7295954574725
262,4,4484.785895362247
263,0,165.17401412578997
264,4,4725.869087565623
265,0,83.36308549606902
266,0,482.6095024681844
267,1,1296.6868965026706
268,0,328.7795198359196
269,0,43.92568109409956
270,0,46.44976357401642
271,0,355.98919643773127
272,4,4655.338800129211
273,0,384.29681381355033
274,0,150.06154746416956
275,3,256.8560491097349
276,3,4777.427471987161
277,0,49.27134315138254
278,0,237.90687672185175
279,0,293.8519352124214
280,0,305.2229257333284
281,0,391.94045509509914
282,0,485.96997690414884
283,0,465.6413769874334
284,0,122.63731731384308
285,0,484.84446031764736
286,0,231.50286570549366
287,0,193.06016627576673
288,5,2996.6575732156566
289,0,54.044399907723914
290,5,1132.8902020804665
291,0,181.95642807094342
292,1,319.1342809253195
293,0,405.84176052395753
294,0,483.1494431741368
295,4,4491.886547637706
296,3,1666.7607609109125
297,5,595.5932353890819
298,2,1768.224230295996
299,0,190.56152078525224
300,3,1761.1595068795893
301,0,8.662712738619849
302,0,275.2324666122298
303,5,4488.777216707542
304,0,240.1728080678417
305,0,328.16043468842634
306,0,30.58688238199464
307,0,122.3018761404035
308,3,209.61076817195556
309,0,290.93186335228324
310,5,3880.665714979531
311,2,3852.6510088174227
312,0,252.85896997372637
313,0,79.01500851212589
314,1,4489.130771163828
315,0,128.61566901769478
316,0,242.82793035522647
317,0,462.5181896566993
318,0,130.84839005953435
319,5,3057.604515847208
320,0,70.67842432074612
321,0,315.77885923187586
322,0,70.63767874782923
323,5,2848.3285425226863
324,1,3023.1955150054046
