id,income,spend
0,18467.24332932891,235.15385077071303
1,12377.553988598946,220.0056185414652
2,26717.58859794189,260.6398264509389
3,20959.055196030626,207.43043202855435
4,13459.267851880713,231.04642410121497
5,18511.55391812093,226.0293375467259
6,15802.126226210677,210.006081739244
7,13039.010986348148,112.80445174661418
8,14411.850472901539,141.05549805769058
9,15695.658004913694,269.4732176283111
10,11958.735660483797,170.39398864691756
11,10632.42692217698,190.04768820249348
12,11720.857951679409,136.80108715629507
13,23919.399801450676,181.02202870831943
14,19541.094300684985,257.13403442806714
15,24493.707499458393,202.9151346051051
16,19640.0539248025,165.55879449964567
17,13689.116990208726,250.00569463885154
18,14149.516669767305,192.42021022348936
19,15254.63187503316,177.68793337479855
20,15079.628578887334,269.4265419009062
21,13872.112249719123,159.55026278398992
22,11057.472027871816,237.617842837021
23,15658.147693374682,183.2829294158774
24,15179.344421939199,133.29233938172965
25,10998.338544838,236.57962362904834
26,31652.706493557846,329.5461642187829
27,14106.982610700941,177.92440414669815
28,12179.061780947344,286.49771855672947
29,22064.852791288016,235.98477476169097
30,22478.945870520263,189.88803507481
31,15793.113342687118,163.98934402284988
32,15218.685950560259,219.14703709638005
33,11741.99717854207,126.17067152637237
34,10807.639003819238,211.61365319324182
35,27114.150915261966,200.50562476296227
36,15546.551607192012,118.13013859138836
37,14506.113508234414,218.5978385192198
38,17545.87421616318,252.3515615328813
39,12391.9215746036,216.29196302971994
40,20779.519046461817,202.24765521536145
41,10934.161479445176,243.40031601310048
42,20087.321868302213,168.87928103768712
43,17408.523798715367,188.53075929114152
44,18997.213077888126,156.94057351022516
45,16548.861512545875,238.66842702352375
46,11050.651844359969,243.29771622486072
47,11577.52265493593,164.98066680710232
48,18743.24042735051,151.84347846337505
49,17426.934361227304,192.4445150929041
50,17696.601373280326,235.27083568731888
51,18335.423322993753,207.5860253505066
52,13861.205864259926,214.2189807061351
53,20804.309055890328,227.4159657994818
54,22613.730099682045,204.95453777662235
55,21423.23149264223,134.39863366141168
56,30012.96920227202,254.58628293981698
57,12640.366795102913,277.614057109904
58,12233.51198410192,204.34126130783352
59,11096.97432837718,277.34048632266956
60,14060.339688638096,167.3724565312738
61,12790.334874420863,91.97492133042542
62,13389.92328672127,177.83181626042168
63,12636.371863841123,228.84175958645812
64,20092.19778033122,188.65805448935583
65,14449.174439094433,223.2529482832773
66,13426.422984599705,241.51478561626772
67,12163.985942623889,193.9194570218029
68,15291.667707811672,132.18435951274637
69,16268.200565283369,171.54947423637708
70,21193.31067439124,215.6126793341782
71,12963.821727059587,85.76646356928175
72,25352.6124494293,245.6980061459288
73,13935.838823022696,184.31283298276853
74,14899.46028859212,194.99475448244357
75,20574.84416967348,215.7676333351177
76,18194.562151581053,164.55585925792565
77,20347.583743557716,284.4248389549205
78,12906.941766111004,183.02259336732683
79,25398.396086961773,222.27409233905416
80,18114.580137093457,242.4562309224666
81,11331.915393320252,183.05177217223294
82,14405.635462997729,139.41500028160556
83,10397.704248977801,191.2524795424913
84,15557.027151156473,257.02959365753287
85,19795.207519107586,177.0437110585018
86,14618.19218175637,221.88111495728913
87,14402.928531442185,219.89330639809864
88,12530.054085015137,194.20180271178612
89,11294.894327283715,230.11885021479551
90,15093.1205228878,254.2998438444037
91,13619.4760129734,310.9175715244803
92,18768.848338701635,266.54830590952236
93,15131.33173303744,226.05070161058558
94,16707.050167549212,304.89096271796615
95,12327.081522462964,295.3456887409217
96,14794.31993330791,139.8824393220742
97,21498.145483783388,269.1262250885858
98,16212.02177064022,325.9040517727191
99,13990.219552287002,142.49845445947747
100,12616.838060878914,164.6242539219685
101,12200.419985993547,301.785154224599
102,10525.294219424219,206.1786000251389
103,12086.307927405978,316.6885658305368
104,17307.311344223548,181.9142510904282
105,12006.757662082502,227.16658616869734
106,15216.65805108299,245.03938729428367
107,15682.333873686168,200.0904275418909
108,13324.689556986272,250.50849423055215
109,25150.709446745353,181.64526290679407
110,17275.385088724306,187.75971641331364
111,12683.347679719534,266.75070907854575
112,12684.659376010459,211.78966301046086
113,13331.07598490842,189.35807409232766
114,11922.021774736046,212.7633679401629
115,11279.468216761072,245.49295659616803
116,10625.57108484487,246.49416947180129
117,14156.521351971007,185.9208350826284
118,23422.074318665993,170.38759946858517
119,19358.59249534551,250.0584920367479
120,19876.15210773216,276.3767733889346
121,11814.158556936676,181.17062208791305
122,10733.715736391523,258.4943199778801
123,16850.31912354572,166.94995666278044
124,16912.609892314318,200.88396725048858
125,38542.807544210176,205.1603382057288
126,21845.923521382214,213.44222024408975
127,17605.77586286076,162.9906150244313
128,20149.99192156533,173.291219572631
129,19339.22691280754,208.4958982946855
130,11764.860703803039,230.17852880687937
131,16563.135103311273,226.72862611382288
132,11448.926877520938,213.94440495332168
133,16140.754096580209,173.2703442873833
134,13691.520241217502,134.92544741231296
135,15579.613255541053,230.13102217572495
136,18615.363580710964,270.9494883629043
137,13955.92914193329,217.76246548162837
138,14275.485627684833,157.65818874603798
139,12802.163959466181,314.7558486717242
140,36948.526127843244,274.680297190621
141,24246.787440333643,258.5712336908656
142,13957.011103760295,209.98433626564082
143,10757.66114714052,194.83831625771262
144,19057.492798524352,209.15376938368874
145,17472.87866944616,199.5409145615754
146,16422.456213310747,267.80902604215436
147,14643.030675180153,141.38461382335956
148,14636.18697888401,194.8589720871418
149,16545.94162268955,175.93109430720864
150,27099.61821675359,213.21526567752642
151,15630.057197314094,179.23591156507615
152,11698.237750079354,238.81089422319025
153,33711.518922606425,193.74666610605266
154,14069.544918171681,138.29746126086985
155,14130.306080265776,156.03944799407063
156,15002.727687100467,213.85758558370506
157,18511.578383088883,193.95179844435336
158,15247.291747083436,207.381728348409
159,12976.54539102918,313.5543183745307
160,21877.731345597225,157.50898833670377
161,12216.373721354896,169.8252145383546
162,14289.643566021137,195.47205045787928
163,17457.273614824764,161.93660869266978
164,13818.60422469195,207.0278467466166
165,13329.628744218198,139.84121087062923
166,11883.94781641246,256.8135836248176
167,11530.870727857642,162.6761595331202
168,20268.2131825386,253.28416459502427
169,13840.40177593924,254.04133487767473
170,21908.458457826557,306.26180417413093
171,13261.631778376277,254.14306950841168
172,13305.872345505077,247.98714700576588
173,13078.130088625796,200.27641113191612
174,15535.11577192578,258.42347238455534
175,21404.843766439262,259.05822375885805
176,19827.658217672324,232.7472807953647
177,16487.72023277805,258.64816697639503
178,24271.60879908115,183.85384755627217
179,11438.331298450612,219.07544812241116
180,14517.55897915372,156.3573897046775
181,17729.448742223296,262.87011410951004
182,14116.323095289947,131.6886310687742
183,14177.900743832633,285.9550981370287
184,15410.244906383536,122.24945175898247
185,14068.649571727845,114.8183310977072
186,10165.348577184688,262.73158343894414
187,16026.545048085765,289.13311436150207
188,12283.132619142378,105.08817836842319
189,14026.296595579506,186.56963699648472
190,10337.125464526835,253.0883644633658
191,21161.01991628087,143.3534911110939
192,11958.389749096923,235.8432714157478
193,14326.405798329013,101.36010192520428
194,15218.729626223236,152.8219353463572
195,17955.395220265862,213.42668896883873
196,20406.374006723207,132.08841106129114
197,20963.648355324985,159.94732626894537
198,11506.733413156266,178.8617286689861
199,16679.885043338054,204.71635504933923
200,16903.29574880252,207.87953650625772
201,17990.098361840992,175.84192124910868
202,19884.237124904925,230.98352624923677
203,18365.419119291637,227.16966219955714
204,31399.827314674727,146.8783285720854
205,13088.533414170433,313.8175958378865
206,11901.390119277243,229.08036895363176
207,14486.122361851023,207.07646998501278
208,14148.05812756867,182.89781593099008
209,12205.25346021918,194.47687320879805
210,11182.74578994787,282.91914775435566
211,23287.443194859632,131.98218025075576
212,19769.07845690274,317.88597381964644
213,16049.441530654505,218.3266163554103
214,12209.847059397996,181.02705696911903
215,15330.801370457668,264.72597541799576
216,10287.240689990525,186.4983902999926
217,15704.47091961066,237.35945716396967
218,14657.541329217736,139.5259953527554
219,12067.651038642696,123.65998387561858
220,18703.531963728794,196.7765762761199
221,19676.47060802788,157.3064256111433
222,13959.325270471474,225.84926135900173
223,13040.581428897593,241.222632081837
224,12864.703695082524,203.75923202747123
225,13213.875009300087,203.9954397195973
226,22992.516398343854,227.82144613436253
227,13480.05815883194,241.792463012616
228,15149.3489874145,188.33550711668198
229,17897.626816072567,236.6462683441389
230,27365.627953881714,205.24858136520464
231,16514.215131695946,156.02862361494178
232,16738.743866853754,186.71198530109857
233,13217.211179898783,73.1461648322291
234,13628.30826458076,188.71689388016875
235,11700.583995082665,244.66853667461922
236,11180.538044354837,216.94593774034337
237,14203.777741078859,180.87623541271824
238,11102.824788612177,215.41706915441137
239,14000.617931422541,225.1746953251373
240,12620.672157428035,241.10541753671794
241,13939.987787506387,237.19137634946065
242,16025.451565692581,184.50172013524082
243,11694.311477546758,153.04916842344667
244,17933.633777546584,200.21423788687179
245,21666.32723645738,191.32815916273114
246,11222.923789374188,243.46164882547168
247,13583.999922141255,153.66821255957194
248,13280.66487121516,221.23322167770993
249,12149.408615240642,203.95839495243752
250,12426.182108490926,249.36837005084197
251,16021.375006137792,192.90648607225566
252,23135.39903255682,227.07935506221895
253,11898.88837788197,188.1440695323945
