miles_from_gym,dollars_spent_on_running_shoe
4.616855455390324,143.11061386302129
1.6545543388466508,199.6658352744463
4.443659837541796,110.83834697332281
3.1459570865824897,161.04649865961144
3.564751022005722,168.29240485495532
1.4249213891656969,151.94829061562976
9.019437667114211,24.343406312467437
5.816491719527084,108.48104871323382
3.259405434755557,110.63905187117594
15.0,186.56232253691175
7.044060232801103,57.03372085826231
3.7006743355052745,50.25590161608582
7.4194158359087465,46.00533425166896
15.0,195.0028003562511
1.828833704659858,133.6906614181781
5.281679637650673,146.38614473545175
1.573099600833746,90.05260532306109
9.979875600955406,16.413998173587444
3.8977539164509154,94.94175984780276
9.972018509288663,1.0
9.618866144666473,36.9944177395926
0.16518603657900144,144.54814097993275
5.341076806746114,117.01199938794097
5.944762372752857,110.84142608444728
6.608502761374916,132.8265624662681
7.957461378065092,42.53123310204852
7.3360609545507245,97.55167360027419
8.643431897484673,56.567692186317835
5.936363975976135,119.73327169877886
5.21293965593715,1.0
9.554632531890332,6.16209678168326
7.116716303906166,15.28782240020162
6.323070823741432,72.69892056606975
2.288560587879124,90.75433538284726
1.0368530980175534,152.85470754417108
6.416141596352557,84.80803711759349
11.085185023125256,70.44453003698533
6.1543592378382765,55.95936708758773
2.1336917251984486,168.06635773537056
9.774786697582428,86.39492320838013
9.311394401766,32.516330880345635
6.326057021910361,66.1156302948311
3.240921489965425,143.26359405848632
9.293926624087092,125.55598696959588
4.370795127270112,67.91486400284089
5.210171036873816,80.70287183975307
0.6622793062748604,118.30515721381047
3.4730180046709354,66.51030221076508
8.425754589077707,1.0
2.8762315374460994,182.2647151886556
2.508666452101411,132.39996391662936
3.7553528303229253,82.13049470370018
8.959219841367643,52.72094325359059
3.5102100895506183,143.39588320016014
12.780792440439402,1.0
7.561725065831489,7.156457816545512
7.246635305932735,110.24203038243364
10.416488432378099,5.996887093072559
5.93761518942566,56.06815927339784
2.7866543244019004,116.81570040096372
3.5869995300856794,67.66317595979268
5.809997893052548,81.38224733002981
9.675509590801667,1.0
7.05884552617661,57.11940524449549
6.315042447945934,1.0
5.96428668556002,78.93322177189891
5.294296696615535,101.56943896487306
4.983195156215486,32.41533814690243
6.524605151230148,92.02284148432588
3.278054778457845,125.66482344645802
3.676191216510996,85.31438028582996
6.768890244309151,32.47052889389883
7.804765119398048,111.0782990647185
9.55037106781988,1.0
11.706177665870754,1.0
6.922107221417459,79.62179204659347
2.371685629482657,191.4117203207543
4.796819609092729,100.69322093750766
3.3280336455752177,175.6281432211087
3.727597729606436,154.9706273617575
3.3348513702410396,120.00901895726192
5.580999860285349,59.088790296161655
9.851415491286195,1.0
4.766576990986373,66.73262808515929
6.524617552197383,114.77812875195787
5.402893444492809,119.27660833707652
8.331569747127645,30.120063086562382
6.01927284264841,113.29049296139496
3.812425651112795,132.81496548757423
3.394065160092482,126.63517843201663
2.3444160023742024,123.3490931536435
2.3799233305318293,81.7221894202055
9.619047692074691,1.0
1.8573882467630698,129.99390712472672
5.756621529192124,82.64800680276493
6.608972557963701,46.70138446403207
4.247202727740733,102.52125910334814
1.5101764516308451,169.22871814740748
1.2768083607686544,207.49154080438237
5.835959638223734,75.70477129206094
