,Time Elapsed (Seconds),Sentiment Score
0,182.41415080120393,-0.32805102624721016
1,160.98355472960253,-0.1377589139200381
2,142.4192510993759,0.13166659975002348
3,140.91124133203596,0.18856832537111762
4,159.16815917710096,-0.009450479295967042
5,125.8032243145842,0.2734683203006781
6,138.8584551364094,0.07026612386090772
7,140.65464574806532,0.11732175748597279
8,156.45875551886516,-0.16494255045708334
9,142.47212154173678,0.1073618340737414
10,143.79653414035465,0.03444467005395533
11,179.05527083305537,-0.2687741614657253
12,145.80316711101827,0.033434875282055423
13,165.52177307150555,-0.011090887182083852
14,134.6492394404095,0.3566435836432835
15,168.76889309718024,-0.30156571142018535
16,163.63719126539743,-0.142702538285999
17,147.5343139103217,0.26401505529672076
18,180.7499110176017,-0.20271148802569725
19,161.09187168707135,-0.08773069069709366
20,169.91777748878047,-0.43179735680048786
21,164.37823053388408,-0.024836205693157445
22,143.7906844260548,0.1814283591471575
23,141.00924566892823,0.10568332262512779
24,134.5247766957371,0.09245414532177294
25,141.92274901811004,-0.03846249681779122
26,153.45287435786423,-0.015442987393841439
27,127.22906701262741,0.09061014465385525
28,151.9500449574394,0.07231473978389057
29,163.14465131780545,-0.13665658341522297
30,144.0463496498758,0.16181675939353476
31,161.56544756047555,-0.032418395977069865
32,135.31568680628482,0.23613378534292115
33,164.2413528339346,-0.06848374180187586
34,112.32298993068358,0.42886733151393136
35,165.15989862161507,-0.13144042271986237
36,159.27471854386107,-0.05737380805511135
37,157.4265733214622,-0.11860461466035195
38,170.79793117009305,-0.08645252516226372
39,165.48756881157558,-0.26962723186823395
40,131.9913171411135,0.29711104931501686
41,174.7128592147204,-0.30950023257392023
42,118.25538857710097,0.4665193689933013
43,168.48986783846087,-0.2539150199617527
44,153.49187996097658,-0.10886720603993574
45,154.68852444915373,-0.03796206518823722
46,169.87788899770032,-0.15755718457291254
47,157.6800681200201,-0.08985001816899842
48,131.09401248651108,0.2043528820288302
49,147.04682881806815,0.0057891145825465975
50,162.4694289241496,-0.3018002092017367
51,160.2595224786294,-0.04991585394491355
52,134.43457298530527,0.5391398231191912
53,162.6217956820874,-0.18898144751344534
54,152.6836995987594,0.16828765449936967
55,150.82228720902782,-0.13539603476600337
56,163.27952557048715,-0.13180197958747963
57,147.4289418868249,0.2577933011718153
58,156.57229511601085,-0.2856507848272654
59,156.62186756897572,-0.08174697227747242
60,154.35505942089088,-0.149048214439288
61,146.2832282186873,0.0751962787423944
62,157.64320526805412,-0.1754554858701029
63,168.007611718404,-0.25749728770008146
64,143.6336972920818,0.1510979166166315
65,154.71687001471176,0.012405920526987595
66,140.25336312113285,-0.022011516802555326
67,140.0345969482971,0.09202186278723747
68,124.27524163903097,0.13847824614319795
69,164.25066051287695,-0.010634845264884354
70,171.82100065199313,-0.07349083516777281
71,168.74670357236155,0.03789175984533453
72,147.46128522531652,-0.0334369832233833
73,148.6445772195858,-0.1778655291101026
74,135.6710677724041,0.13937057226803193
75,155.15758026696275,-0.15029113561260787
76,140.73230358766048,0.19156439985710422
77,144.33339246867726,0.0637297183217567
78,132.28843120040383,0.19937428714544495
79,140.48272559834302,0.17870186191163026
80,158.8798282582278,-0.05306449015953034
81,178.52203348527522,-0.4140997517965493
82,140.9562622757324,0.0012453550935222358
83,140.23193842001461,-0.007544875490080927
84,159.46583728506374,-0.1272343889980921
85,152.72358577494705,0.03253034432784281
86,125.91770234359971,0.19202277585280828
87,123.44486250579037,0.36506622253620274
88,155.05717983824064,0.007763479763087193
89,142.5624509082805,0.028538706477618036
90,166.6331444114941,-0.06197941390522809
91,172.01645419608565,-0.12001815508934735
92,164.27994285563963,-0.2748168871824051
93,174.25839235090328,-0.028300796093321937
94,145.2399493115914,0.121309068599648
95,162.8982926816879,-0.21644041085257879
96,138.33842608971992,0.0863713285206864
97,149.20856421143958,0.07061613635223957
98,137.74364652082053,0.174122888113148
99,151.86936750027644,-0.05955707749789924
